,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,groupe_tenure
2456,8481-YYXWG,Female,NO,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,0-12 month
2457,5968-HYJRZ,Male,NO,Yes,Yes,47,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.55,1160.45,36-48 month
2458,5198-EFNBM,Male,YES,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,48-60 month
2459,7516-GMHUV,Male,YES,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,48-60 month
2460,7140-ADSMJ,Male,NO,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.45,162.3,0-12 month
2461,2230-XTUWL,Female,NO,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,883.35,36-48 month
2462,7706-YLMQA,Female,NO,No,No,70,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.7,1341.5,>60 month
2463,2585-KTFRE,Male,NO,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,0-12 month
2464,7994-UYIVZ,Male,NO,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,0-12 month
2465,2609-IAICY,Female,NO,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,0-12 month
2466,1740-CSDJP,Male,NO,No,No,1,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,0-12 month
2467,7717-BICXI,Male,NO,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.55,1205.05,48-60 month
2468,6559-RAKOZ,Male,NO,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,48-60 month
2469,2636-OHFMN,Male,NO,Yes,No,4,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.55,201.0,0-12 month
2470,4716-MRVEN,Female,NO,No,No,29,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,599.3,24-36 month
2471,2143-LJULT,Female,NO,Yes,No,67,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.25,1733.15,>60 month
2472,1323-OOEPC,Female,NO,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,48-60 month
2473,3200-MNQTF,Male,NO,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,>60 month
2474,6164-HXUGH,Female,NO,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,119.3,0-12 month
2475,5630-IXDXV,Female,NO,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,36-48 month
2476,0320-DWVTU,Female,NO,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,48-60 month
2477,9135-MGVPY,Male,NO,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.7,5878.9,>60 month
2478,1212-GLHMD,Male,NO,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,244.85,0-12 month
2479,7878-JGDKK,Male,NO,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,220.75,0-12 month
2480,1088-AUUZZ,Male,NO,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,48-60 month
2481,0397-GZBBC,Male,YES,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,48-60 month
2482,6614-YWYSC,Male,YES,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1501.75,>60 month
2483,9588-OZDMQ,Female,NO,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,0-12 month
2484,7641-EUYET,Male,YES,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.7,4541.2,36-48 month
2485,6476-EPYZR,Male,NO,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,255.5,0-12 month
2486,9921-ZVRHG,Female,NO,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,1072.0,12-24 month
2487,1174-FGIFN,Female,NO,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,24-36 month
2488,6620-HVDUJ,Male,NO,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,12-24 month
2489,4701-MLJPN,Male,NO,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,24-36 month
2490,1032-MAELW,Female,NO,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,>60 month
2491,7641-TQFHN,Male,NO,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,36-48 month
2492,1552-TKMXS,Female,NO,Yes,No,42,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.35,869.9,36-48 month
2493,9206-GVPEQ,Male,NO,Yes,No,13,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,706.85,12-24 month
2494,8622-ZLFKO,Female,NO,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,0-12 month
2495,1596-BBVTG,Male,NO,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2636.05,24-36 month
2496,6188-UXBBR,Female,NO,Yes,No,38,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.25,814.75,36-48 month
2497,2333-KWEWW,Male,NO,No,No,18,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,388.6,12-24 month
2498,5702-SKUOB,Female,NO,Yes,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,93.45,0-12 month
2499,1134-YWTYF,Male,NO,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.8,1389.85,24-36 month
2500,6061-GWWAV,Male,NO,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,36-48 month
2501,0679-TDGAK,Male,NO,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,48-60 month
2502,6585-WCEWR,Male,NO,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,20.35,1354.4,>60 month
2503,9067-YGSCA,Female,NO,No,No,70,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),26.05,1856.4,>60 month
2504,9067-SQTNS,Male,NO,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.6,926.0,36-48 month
2505,8433-WXGNA,Male,NO,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,189.2,0-12 month
2506,1776-SPBWV,Female,NO,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.1,682.1,24-36 month
2507,8735-SDUFN,Female,YES,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.3,1778.7,>60 month
2508,9668-PUGNU,Male,NO,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,24.5,1816.2,>60 month
2509,9405-GPBBG,Female,NO,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,>60 month
2510,1926-QUZNN,Female,NO,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.25,1841.2,>60 month
2511,3707-GNWHM,Male,NO,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,0-12 month
2512,7016-NVRIC,Male,YES,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,24-36 month
2513,5829-NVSQN,Female,NO,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,12-24 month
2514,9565-AXSMR,Male,NO,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.2,1054.75,48-60 month
2515,8922-LIEGH,Female,YES,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.7,2187.55,24-36 month
2516,8869-LIHMK,Female,NO,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,>60 month
2517,8245-UMPYT,Female,YES,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,12-24 month
2518,5186-SAMNZ,Male,YES,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,0-12 month
2519,0447-RXSGD,Male,NO,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,12-24 month
2520,4927-WWOOZ,Male,NO,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,0-12 month
2521,5788-YPOEG,Female,NO,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,24-36 month
2522,5373-SFODM,Male,YES,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,24-36 month
2523,0661-KBKPA,Male,NO,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,48-60 month
2524,9081-WWXKP,Female,NO,Yes,Yes,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,873.4,36-48 month
2525,0784-ZQJZX,Male,NO,No,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.9,1529.65,>60 month
2526,3133-PZNSR,Male,NO,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,>60 month
2527,5766-ZJYBB,Male,NO,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.4,19.4,0-12 month
2528,8931-GJJIQ,Female,NO,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,0-12 month
2529,4277-PVRAN,Female,NO,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,0-12 month
2530,0022-TCJCI,Male,YES,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,2791.5,36-48 month
2531,0722-SVSFK,Female,NO,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,0-12 month
2532,3612-YVGSJ,Female,NO,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.45,1681.6,>60 month
2533,9825-YCXWZ,Female,YES,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,36-48 month
2534,5397-NSKQG,Male,NO,Yes,Yes,67,No,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,>60 month
2535,8565-HBFNN,Male,NO,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,>60 month
2536,2000-DHJUY,Female,YES,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,>60 month
2537,0203-HHYIJ,Male,NO,No,No,25,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.3,676.35,24-36 month
2538,8670-ERCJH,Male,NO,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,>60 month
2539,7758-UJWYS,Male,NO,Yes,Yes,34,No,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,24-36 month
2540,2050-ONYDQ,Female,NO,Yes,Yes,65,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.0,1654.85,>60 month
2541,7055-JCGNI,Female,NO,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,>60 month
2542,0739-UUAJR,Female,NO,Yes,Yes,72,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,>60 month
2543,4826-DXMUP,Male,NO,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,24-36 month
2544,0952-KMEEH,Male,NO,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,12-24 month
2545,7285-KLOTR,Female,NO,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,0-12 month
2546,0654-PQKDW,Female,NO,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,>60 month
2547,7175-NTIXE,Female,NO,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,24-36 month
2548,7963-SHNDT,Female,NO,No,No,52,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,48-60 month
2549,9796-BPKIW,Male,YES,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,0-12 month
2550,0188-GWFLE,Male,NO,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,33.7,0-12 month
2551,8129-GMVGI,Female,NO,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,1090.1,48-60 month
2552,2882-DDZPG,Female,NO,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.45,227.45,0-12 month
2553,3547-LQRIK,Female,NO,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,26.9,1250.85,36-48 month
2554,9137-NOQKA,Male,YES,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.2,37.2,0-12 month
2555,5843-TTHGI,Female,NO,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,12-24 month
2556,1849-RJYIG,Female,NO,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,0-12 month
2557,8868-GAGIO,Male,NO,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,36-48 month
2558,4061-UKJWL,Male,NO,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,0-12 month
2559,5380-XPJNZ,Female,NO,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.05,678.2,36-48 month
2560,8263-QMNTJ,Male,NO,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,>60 month
2561,8178-EYZUO,Male,NO,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,36-48 month
2562,3230-JCNZS,Female,NO,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,>60 month
2563,0277-ORXQS,Male,NO,Yes,Yes,66,No,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,>60 month
2564,5130-IEKQT,Male,YES,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,24-36 month
2565,3230-WYKIR,Male,NO,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,12-24 month
2566,7996-BPXHY,Female,NO,Yes,Yes,13,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.0,332.5,12-24 month
2567,3227-WLKLI,Female,NO,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,>60 month
2568,0407-BDJKB,Male,NO,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,48-60 month
2569,2266-FUBDZ,Male,NO,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,278.85,12-24 month
2570,8237-ULIXL,Female,NO,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.85,1871.85,>60 month
2571,9600-UDOPK,Male,NO,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,24-36 month
2572,8216-AZUUZ,Female,NO,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,36-48 month
2573,9153-BTBVV,Female,NO,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1753.0,>60 month
2574,4074-SJFFA,Female,NO,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,0-12 month
2575,3269-ATYWD,Male,YES,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,36-48 month
2576,5186-PEIZU,Female,NO,No,No,35,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.25,617.65,24-36 month
2577,1074-AMIOH,Female,NO,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,48-60 month
2578,4910-GMJOT,Female,NO,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,0-12 month
2579,0354-WYROK,Female,YES,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,24-36 month
2580,4361-FEBGN,Male,NO,No,No,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.15,982.95,36-48 month
2581,7748-UMTRK,Female,YES,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,24-36 month
2582,0380-ZCSBI,Male,NO,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.0,198.7,0-12 month
2583,7145-FEJWU,Female,NO,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,0-12 month
2584,6463-MVYRY,Female,YES,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,48-60 month
2585,3969-JQABI,Female,NO,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,48-60 month
2586,9624-EGDEQ,Female,NO,No,No,37,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.8,813.3,36-48 month
2587,1051-EQPZR,Female,NO,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,780.25,36-48 month
2588,5849-ASHZJ,Male,NO,No,Yes,27,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,552.9,24-36 month
2589,5780-INQIK,Female,NO,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,0-12 month
2590,7576-OYWBN,Male,YES,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,0-12 month
2591,4526-ZJJTM,Female,YES,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,24-36 month
2592,8384-FZBJK,Female,NO,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,48-60 month
2593,3750-RNQKR,Female,NO,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.45,246.25,0-12 month
2594,0962-CQPWQ,Female,NO,Yes,Yes,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.3,1296.15,>60 month
2595,3096-YXENJ,Female,NO,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,>60 month
2596,1265-BCFEO,Female,NO,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,>60 month
2597,5837-LXSDN,Female,NO,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,12-24 month
2598,5945-AZYHT,Male,NO,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,>60 month
2599,8325-QRPZR,Female,NO,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525.0,0-12 month
2600,6384-VMJHP,Female,NO,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,>60 month
2601,2262-SLNVK,Female,NO,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,0-12 month
2602,7730-CLDSV,Female,NO,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,>60 month
2603,1135-HIORI,Female,NO,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,>60 month
2604,0164-APGRB,Female,NO,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.9,8496.7,>60 month
2605,6481-ESCNL,Female,NO,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,24-36 month
2606,1790-NESIO,Female,NO,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.4,261.3,12-24 month
2607,1550-EENBN,Female,NO,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,24-36 month
2608,5539-TMZLF,Male,YES,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,0-12 month
2609,4323-SADQS,Male,NO,Yes,Yes,7,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,34.5,279.25,0-12 month
2610,4446-BZKHU,Male,NO,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.55,6281.45,>60 month
2611,5202-IVJNU,Female,NO,No,Yes,39,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,36-48 month
2612,5976-JCJRH,Male,NO,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,738.2,0-12 month
2613,8198-RKSZG,Female,NO,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,12-24 month
2614,0137-OCGAB,Female,NO,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,0-12 month
2615,3351-NQLDI,Female,NO,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.35,6341.45,>60 month
2616,9297-EONCV,Female,NO,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,>60 month
2617,7593-JNWRU,Male,NO,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,0-12 month
2618,4588-YBNIB,Female,NO,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,19.6,0-12 month
2619,1069-QJOEE,Male,NO,Yes,Yes,25,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.9,505.45,24-36 month
